width_m,height_m,lat,long,age_years,installation_score,placement_score,violence_prob,explicit_prob,size_violation,geo_violation,structural_violation,content_violation
12.828010550297055,5.096035413277708,49.4589022798817,-90.58829718083797,5.623528517598243,61.265938700852196,0.682520636994502,0.33135576722334226,0.24559337093465772,1,1,1,0
4.371349309618053,2.1234407268953372,47.307573823708964,-75.34896180991976,2.7909026300641084,78.1002600453596,0.695245740830013,0.10877282408215272,0.35961557484614715,0,1,1,0
12.389005486964535,4.567533988364824,32.3192543774558,-111.40986951188972,1.1312856836442409,83.82092278330151,0.8946535201965315,0.9691629677969049,0.34308037154197046,1,0,0,1
10.856864094951945,5.932181772048568,34.723565241741746,-96.91320452750927,6.611006894065531,75.83856057500509,0.9927931094519586,0.9184119677056722,0.9988177486985059,1,0,1,1
8.850516148377498,2.9418138985786007,34.7762772857447,-81.1172284023547,9.226279525518528,99.97346742521883,0.7925063516060379,0.5310761317515564,0.07931958311997878,0,1,1,0
12.774761191867139,5.871567561961671,48.54776238700447,-105.57115224535136,8.768150337068592,91.8549667103299,0.794309068523384,0.8368893687284249,0.40294289620976576,1,1,1,1
10.236628694888806,1.3334951824824557,33.623683266240704,-91.89144964904723,5.108315817567373,94.62369331395945,0.7715313589583215,0.15352293253306692,0.6321149534308657,1,1,1,0
2.1932330424903776,1.2720709718419787,34.037097935718904,-116.08328808814296,3.0832706744324687,71.84240250905836,0.9672585353831717,0.7775686064201475,0.6470345820886932,0,0,1,1
10.467456750422246,6.25707613993643,47.507239326408026,-77.79142799879767,7.936331214144258,90.34423917831897,0.7593204172024521,0.39604756080419035,0.1912502317401925,1,1,1,0
6.391637550171648,1.0906452123609431,38.608002515151014,-91.29724015957898,1.4505303973947314,68.85160170501241,0.7257053034055958,0.42980456619119445,0.4938893263541696,0,1,1,0
6.036387935813364,3.0474439015321755,46.7239171220464,-76.61963431787936,9.654659283240335,67.30269685176525,0.8107948301899086,0.21892044612828765,0.8245844112223778,0,0,1,1
14.008465038231725,6.371566003400407,34.8830809294134,-119.97098282109488,3.6266591904179823,68.94334106230123,0.8234617033895615,0.7301244187253787,0.3587414417721494,1,0,1,1
9.456018525519854,6.993763452894834,44.51484761850844,-78.5013008912932,2.3330406581556726,60.70263362060724,0.8911610759753599,0.04100247094315368,0.6584426571938251,1,0,1,0
6.388931907616788,5.504454346097798,48.0127011435444,-78.37502954626515,9.998492388461015,71.15474911811164,0.7869040798385701,0.06999697173474384,0.22780964826526628,1,1,1,0
1.2608219693815577,4.997503043984909,43.39929723493263,-107.70695614709128,8.403994372193464,67.10123634064927,0.9573718332348128,0.15250241143953602,0.9793127064079961,0,0,1,1
1.3264308519522285,1.2753105517628625,37.91565019380931,-90.03988925047767,1.7044356448007247,98.766659209562,0.6043783564521158,0.6162904706019235,0.21233609706389478,0,1,0,0
11.093884052822252,3.764504484521289,35.661625020070055,-104.85372018118898,7.295082214748573,75.84403263147087,0.5089463134018215,0.9205860827602922,0.7718793533862668,1,1,1,1
8.343870135752516,3.06996510018894,36.46038508376638,-74.38245327234037,8.936967745932602,84.38126694010526,0.7748904814452409,0.06734801315525585,0.010188659499144492,0,1,1,0
1.889351679686893,4.0433882293291425,32.764374410015066,-78.00528795660735,7.035686900712968,65.8756778640257,0.6573210875265442,0.669873903871473,0.6065474024995678,0,1,1,0
1.501496063209042,3.9774757146084627,38.52123819807255,-87.2624760049513,5.0209543459884,68.09600041086146,0.7943797341306719,0.6111945099629791,0.36280580050834577,0,1,1,0
7.276427801212681,6.900400832973345,39.80054948130481,-97.7358260152657,3.8173531940439434,73.30832035444209,0.6860871017981593,0.6751276673110084,0.3967347346696575,1,1,1,0
4.07496375064784,4.1692865774423264,41.2546101944017,-93.79662135056782,7.41140401045442,52.297437211489786,0.9621054056668001,0.923317228992863,0.7573571057849132,0,0,1,1
5.712802058658337,4.255875524333406,42.24574121282187,-99.34757009651916,9.615673405881411,64.42009127818139,0.656467652294356,0.11090343676746273,0.5996406797617829,0,1,1,0
7.80811005513014,1.6002561281506604,39.31450814207405,-116.67615533877155,4.610482642676615,63.18437346832461,0.9619306135843206,0.449585974245852,0.10851078808184267,0,0,1,0
12.286918968472948,6.179787005588658,46.63236689126235,-73.66902880396805,8.91455641160743,72.6909456460915,0.9800579382216581,0.7246145350221844,0.6068367611151252,1,0,1,1
14.095212429286097,1.048369367819785,48.291852281841486,-74.52839386162458,9.981696296542248,86.50886020207402,0.7506010232193447,0.8356606846360042,0.10443996648299336,1,1,1,1
13.878312021678614,4.786284052219244,49.24226317897363,-105.41169587638997,8.008655277748812,53.282434393956855,0.5800514126419787,0.879777067618263,0.13784837854466547,1,1,1,1
10.685024782695532,4.116646443642497,31.685194078499734,-94.37089529726605,3.015108520457628,58.282645312159524,0.5175766593696001,0.6308673803511413,0.5027342839755624,1,1,1,0
6.05777993058161,1.3872761572147578,49.979727842323754,-116.29381843229693,1.7235792614657675,84.09331782211785,0.6873812430789652,0.1983854750000308,0.10357128576028041,0,1,0,0
12.763545086176622,3.1151282754074137,40.093088211159824,-73.73788965863893,6.832744640394202,92.5244110294494,0.9131000829393863,0.11110931879175923,0.16898472249197927,1,0,1,0
6.359744187184969,6.03015586473861,30.57309466066971,-94.26955115496922,6.660978429796797,73.33849811566725,0.8425891086638616,0.9132524394712408,0.5916522059554061,1,0,1,1
3.46411430692213,6.560450304344545,36.08898708066796,-72.705401569732,2.967085091809596,65.48402420864798,0.7417420568073304,0.5420577125306937,0.7986290021349349,1,1,1,1
10.975131906497786,3.887392923594489,48.13775897659383,-88.34446017425434,7.9507151309361115,76.60014374336978,0.5607691260851637,0.39965038473058767,0.8195329714892221,1,1,1,1
1.9526430724055943,1.9033075394585286,30.66803646533257,-92.45215016096235,5.970358706110218,70.75624638714822,0.5711348385289685,0.4629142223789482,0.6858600246744059,0,1,1,0
8.592406468667642,4.22525154211203,36.648210856290795,-108.00573549465234,7.626099760499809,65.73627711775558,0.6355564871290462,0.07287589781811521,0.6338325150665146,0,1,1,0
6.2751791062808,6.587707675876224,33.26759493533647,-116.15594910251656,1.500418669011967,58.395882519427346,0.718915212783021,0.17704756726178061,0.33440902263353045,1,1,1,0
12.974224739031593,1.6522344499845338,43.34392122753425,-99.20755054004701,3.515865358193139,87.7524309622614,0.585270900687916,0.5673746618791669,0.7705937253701335,1,1,0,1
3.07817850273935,3.4719801433312565,35.684434501109855,-115.52674684261291,2.13319090564432,70.98193189541439,0.8475215993865342,0.5218149113150292,0.7230474537591132,0,0,1,1
10.197667317034508,2.4819981838560987,41.38774978442333,-84.7241911792256,7.88461439825242,94.20951307226832,0.9982141491290142,0.27094620559755933,0.597470962998107,1,0,1,0
8.054692335534419,5.970709095266827,49.42119746163229,-110.72596094741408,5.959663510517794,70.84943273963799,0.5441142393274294,0.5419422524637844,0.025611341191936976,1,1,1,0
3.6834397621179646,2.5644194879595203,40.21197474874363,-104.88755342570089,6.870658218453213,90.15085671856751,0.7926012243172382,0.01667337810110925,0.47311593767062465,0,1,1,0
14.668553714971289,5.306192622670807,43.4271956304036,-110.38424569284756,6.58950773642221,69.58100394255437,0.9797951781588712,0.001917679592799204,0.27673979637028456,1,0,1,0
12.204239826412284,6.957652887873651,33.93753032048373,-116.78014800588724,8.657111863720612,56.879559033859735,0.7307987564395488,0.8496238710257924,0.6605598990373712,1,1,1,1
10.099561438158316,6.057301549066738,33.31081446135693,-90.49785445606759,6.560457526741631,92.88236468357636,0.8829588568631113,0.18979433838926296,0.0650270858080183,1,0,1,0
14.083567192055073,5.937697348244956,36.528380287730755,-95.54540504772726,4.081586241050125,79.47628060374906,0.559585199660368,0.8392619963304355,0.050128420854847144,1,1,1,1
6.552175638033416,6.916641759605084,39.43442606419291,-81.6155164372342,8.155689055133191,86.09463595489461,0.9519578936475417,0.6997925437856671,0.12585093320219853,1,0,1,0
